Szam,Kerdes,V1,V2,V3,Kep,HelyesValasz
72,Milyen előírás vonatkozik a vízisízésre és hasonló tevékenység végzésére az alábbiak közül?,"A vontató hajón a vezetőt egy olyan személynek kell kísérnie, akit a vontatókötél kezelésével és a vontatott személy figyelemmel kísérésével bíztak meg és aki ennek a feladatnak az ellátására képes.","A vontatókötelet csak akkor szabad vonszolni, ha az felúszó anyagú.",Vízisí és hasonló tevékenység csak napkeltétől napnyugtáig folytatható.,,1
73,Milyen előírás vonatkozik a vízisízésre és hasonló tevékenység végzésére az alábbiak közül?,"A tevékenység csak a részükre kijelölt hajóúton folytatható, ahol kellő távolságot kell tartani minden hasonló tevékenységet végzőtől.","A vontatókötelet a vízben csak akkor szabad vonszolni, ha abba már vontatott személy nem kapaszkodik.","Ha a vontató hajó és a vontatott személy nem a részükre külön kijelölt hajóútban tartózkodik, köteles kellő távolságot tartani minden más hajótól, a parttól és a fürdőzőktől.",,3
74,Milyen előírás vonatkozik a vízisízésre és hasonló tevékenység végzésére az alábbiak közül?,"A vontatókötelet tilos vonszolni, ha abba vontatott személy nem kapaszkodik!",Ilyen tevékenység csak hatóság által kijelölt zárt pályán folytatható.,Vízisí és hasonló tevékenység csak napnyugtától napkeltéi nem folytatható.,,1
75,"Melyik állítás igaz? Vízisízés és hasonló tevékenység (pl. vízi sport- és fürdőeszköz használata, ejtőernyős vontatás)","csak hajóúton kívül, partközelben megengedett.","csak a hajóúton belül, parttól legalább 50 méter távolságon túl megengedett.",csak nappal és jó látási viszonyok között megengedett.,,3
76,Folytassa! Ejtőernyős vontatás,"csak hajóúton kívül, partközelben megengedett.",éjszaka és korlátozott látási viszonyok között tilos!,csak jó látási viszonyok között és a hajóúton belül megengedett.,,2
77,"Halászati tevékenységgel összefüggésben, milyen tilalmat határoz meg a Szabályzat?",Tilos a víziút halászatra kijelölt helyén kívül halászeszközt elhelyezni!,"Tilos a hajóúton, annak közelében vagy veszteglésére kijelölt helyen halászeszközt elhelyezni!","Tilos a hajóúton kívül, illetve annak közelében halászeszközt elhelyezni!",,2
78,Milyen előírás vonatkozik a halászattal foglalkozó hajó megközelítésére a Szabályzat I. része alapján? Tilos,a halászattal foglalkozó hajó farának közelében elhaladni!,a halászattal foglalkozó hajó mögött 100 m-nél kisebb távolságon belül elhaladni!,a halászattal foglalkozó hajó mögött 50 m-nél kisebb távolságon belül elhaladni!,xxx-4178.jpg,1
79,Milyen előírás vonatkozik a halászattal foglalkozó hajó megközelítésére a Szabályzat I. része alapján? Tilos,a halászattal foglalkozó hajó farának közelében elhaladni!,a halászattal foglalkozó hajó mögött 100 m-nél kisebb távolságon belül elhaladni!,a halászattal foglalkozó hajó mögött 50 m-nél kisebb távolságon belül elhaladni!,xxx-4180.jpg,1
80,"Kishajójáról búvárkodni szeretne. Igaz vagy hamis? Tilos külön engedély nélkül búvár-tevékenységet folytatni olyan helyeken, ahol az a hajózást akadályozhatja!",Igaz.,Hamis.,,,1
81,"Kishajójáról búvárkodni szeretne. Igaz vagy hamis? Kompok szokásos útvonalán engedély nélkül folytatható búvár-tevékenység menetrendi idő túl, ha az úszólétesítmény viseli az előírt jelzéseket.",Igaz.,Hamis.,,,2
82,"Kishajójáról búvárkodni szeretne. Igaz vagy hamis? Kikötők bejárata előtt és a bejárat körzetében engedély nélkül folytatható búvár-tevékenység, ha az úszólétesítmény viseli az előírt jelzéseket.",Igaz.,Hamis.,,teszt-0472.jpg,2
83,"Kishajójáról búvárkodni szeretne. Igaz vagy hamis? Tilos külön engedély nélkül búvár-tevékenységet folytatni olyan helyeken, ahol az a hajózást akadályozhatja, különösen a kikötőben!",Igaz.,Hamis.,,,1
84,Milyen előírás tartalmaz a Szabályzat I. része a búvármunkát végző hajó közelében történő elhajózásra?,Minden hajó köteles legalább 100 m távolságot tartani tőle.,A mellette történő elhajózás során a sebesség nem lehet 20 km/óránál nagyobb.,Minden hajó köteles kellő távolságot tartani az előírt jelzéseket viselő búvár-tevékenységet folytató hajótól.,teszt-1665.jpg,3
85,Milyen előírás tartalmaz a Szabályzat I. része a búvármunkát végző hajó közelében történő elhajózásra?,Minden hajó köteles legalább 100 m távolságot tartani tőle.,A mellette történő elhajózás során a sebesség nem lehet 20 km/óránál nagyobb.,Minden hajó köteles kellő távolságot tartani az előírt jelzéseket viselő búvár-tevékenységet folytató hajótól.,teszt-1423.jpg,3
86,Milyen előírás tartalmaz a Szabályzat I. része a búvármunkát végző hajó közelében történő elhajózásra?,Minden hajó köteles legalább 100 m távolságot tartani tőle.,A mellette történő elhajózás során a sebesség nem lehet 20 km/óránál nagyobb.,Minden hajó köteles kellő távolságot tartani az előírt jelzéseket viselő búvár-tevékenységet folytató hajótól.,xxx-1859.jpg,3
87,Milyen előírás tartalmaz a Szabályzat I. része a búvármunkát végző hajó közelében történő elhajózásra?,Minden hajó köteles legalább 100 m távolságot tartani tőle.,A mellette történő elhajózás során a sebesség nem lehet 20 km/óránál nagyobb.,Minden hajó köteles kellő távolságot tartani az előírt jelzéseket viselő búvár-tevékenységet folytató hajótól.,teszt-1593.jpg,3
88,Mit tekintünk hajó-meder távolságnak?,A hajótest legalacsonyabb és a meder legmagasabb pontja közötti távolság.,A hajó középvonala és a közelebbi part közötti távolság.,A hajótest legalacsonyabb pontjának vízfelszíntől mért távolsága.,,1
89,"Milyen külső körülmények befolyásolják kishajó vezetését? A Szabályzat más rendelkezésein túl, kishajót",a természeti környezetet nem befolyásoló módon kell vezetni.,"az időjárási és a vízállás változás, valamint a hajózás biztonságát befolyásoló egyéb körülményeknek megfelelően kell vezetni.","az időjárási, a forgalmi és a hajóútviszonyoknak, valamint a hajózás biztonságát befolyásoló egyéb körülményeknek megfelelően kell vezetni.",,3
90,Milyen előírást vonatkozik kishajóra a megengedett legnagyobb - a személyzetet és az utasokat magában foglaló - befogadóképességének kihasználhatósága szempontjából?,Eltérő rendelkezés hiányában két tíz éven aluli gyermek egy személynek tekinthető.,Két tizennégy éven aluli gyermek egy személynek tekinthető.,Eltérő rendelkezés hiányában két tíz éven aluli gyermeket a befogadóképesség kihasználhatósága szempontjából nem kell figyelembe venni.,,1
91,"Kishajónál, milyen mértékig alkalmazható az a szabály, amely szerint két tíz éven aluli gyermek egy személynek tekinthető? Eltérő rendelkezés hiányában","az össz - személyzetet és az utasokat is magában foglaló - befogadóképesség 25%-ára alkalmazható, ha minden gyermek mentőmellényt visel.","legfeljebb a megengedett legnagyobb utaslétszám 10 %-ra, ha mindenkinek van ülőhelye.","legfeljebb a megengedett legnagyobb (személyzet nélküli) utaslétszám 25%-ára alkalmazható, ha minden utasnak van ülőhelye.",,3
92,"Kishajóval a Dunán hajózik. Hogyan alkalmazható az a szabály, amely szerint két tíz éven aluli gyermek egy személynek tekinthető a befogadóképesség kihasználhatósága szempontjából?","Az össz - személyzetet és az utasokat is magában foglaló - befogadóképesség 25%-ára alkalmazható, ha minden gyermek mentőmellényt visel.","Legfeljebb a megengedett legnagyobb utaslétszám 10 %-ra alkalmazható, ha mindenkinek van ülőhelye.","Legfeljebb a megengedett legnagyobb (személyzet nélküli) utaslétszám 25%-ára alkalmazható, ha minden utasnak van ülőhelye.",,3
93,"Kishajóval a Tiszán hajózik. Hogyan alkalmazható az a szabály, amely szerint két tíz éven aluli gyermek egy személynek tekinthető a befogadóképesség kihasználhatósága szempontjából?","Az össz - személyzetet és az utasokat is magában foglaló - befogadóképesség 25%-ára alkalmazható, ha minden gyermek mentőmellényt visel.","Legfeljebb a megengedett legnagyobb (személyzet nélküli) utaslétszám 25%-ára alkalmazható, ha minden utasnak van ülőhelye.","Legfeljebb a megengedett legnagyobb - személyzetet és az utasokat is magában foglaló - létszám 10 %-ra alkalmazható, ha mindenkinek van ülőhelye.",,2
94,"Kishajóval a Velencei-tavon hajózik. Hogyan alkalmazható az a szabály, amely szerint két tíz éven aluli gyermek egy személynek tekinthető a befogadóképesség kihasználhatósága szempontjából?","Legfeljebb a megengedett legnagyobb (személyzet nélküli) utaslétszám 25%-ára alkalmazható, ha minden utasnak van ülőhelye.","Az össz - személyzetet és az utasokat is magában foglaló - befogadóképesség 25%-ára alkalmazható, ha minden gyermek mentőmellényt visel.","Legfeljebb a megengedett legnagyobb utaslétszám 20 %-ra alkalmazható, ha mindenkinek van ülőhelye.",,1
95,"Kishajóval a Balatonon hajózik. Hogyan alkalmazható az a szabály, amely szerint két tíz éven aluli gyermek egy személynek tekinthető a befogadóképesség kihasználhatósága szempontjából?","Az össz - személyzetet és az utasokat is magában foglaló - befogadóképesség 10%-ára alkalmazható, ha minden gyermek mentőmellényt visel.","Legfeljebb a megengedett legnagyobb (személyzet nélküli) utaslétszám 10%-ára alkalmazható, ha minden utasnak van ülőhelye.","Legfeljebb a megengedett legnagyobb (személyzet nélküli) utaslétszám 25%-ára alkalmazható, ha minden utasnak van ülőhelye.",,2
96,"Válassza ki azt a helyzetet vagy körülményt, amely miatt megtiltható a kishajó elindulása! Az illetékes hatóság megtilthatja az elindulás, ha","a kishajó hajózásra alkalmatlan vagy balesetet okozott, és vezetője bejelentési kötelezettségének nem tett eleget.",a kishajó előtt álló víziút-szakaszon kedvezőtlen hajózási útviszonyok (sekély gázlók) alakultak ki.,a kishajó nem egyenlítette ki egy kikötő igénybevételével járó valamennyi fizetési kötelezettségét.,,1
97,"Válassza ki azt a helyzetet vagy körülményt, amely miatt megtiltható a kishajó elindulása! Az illetékes hatóság megtilthatja az elindulás, ha",a kishajó vezetője nem jelentette be a kitűzés valamely jelének üzemképtelenségét.,a kishajó vezetője ellen a vízi közlekedés biztonsága elleni bűncselekmény alapos gyanúja miatt eljárás indult.,a kishajó üzemképességet igazoló okmánya a következő napon érvényét veszíti.,,2
98,"Az alábbiak közül, milyen előírások betartását teszi kötelezővé a Szabályzat a kishajó vezetője és személyzete számára?",A környezetvédelmi hirdetmények rendelkezéseit is be kell tartaniuk.,A hajósoknak szóló tájékoztatókban kiadott rendelkezéseket is be kell tartaniuk.,A hajózási hatóság által kibocsátott közlekedési rendet is be kell tartaniuk.,,3
99,"Az alábbiak közül, milyen előírások betartását teszi kötelezővé a Szabályzat a kishajó vezetője és személyzete számára?",A hajózási létesítmények üzemeltetési rendjét is be kell tartaniuk.,A rendőrhatóság hirdetményeit is be kell tartaniuk.,A hajósoknak szóló tájékoztatókban kiadott rendelkezéseket is be kell tartaniuk.,,1
100,"Milyen magatartást kell tanúsítania kishajójával, ha a felügyeleti tevékenységet végző hajó álló helyzetben is viseli a megkülönböztető kék villogó fényt?",A kishajók köteles egy hosszú figyelmeztető hangjelzést adni és legalább 50 m oldaltávolságot tartani.,A kishajó köteles az elhaladás során menetsebességét csökkenteni és attól a lehető legnagyobb távolságot tartani.,A kishajó köteles rádiótelefonon bejelentkezni a megkülönböztető jelzést viselő hajónak és kérni az elhaladás engedélyezését.,xxx-3923.jpg,2
101,"Milyen magatartást kell tanúsítania kishajójával, ha a felügyeleti tevékenységet végző hajó álló helyzetben is viseli a megkülönböztető kék villogó fényt?",A kishajók köteles egy hosszú figyelmeztető hangjelzést adni és legalább 50 m oldaltávolságot tartani.,A kishajó köteles az elhaladás során menetsebességét csökkenteni és attól a lehető legnagyobb távolságot tartani.,A kishajó köteles rádiótelefonon bejelentkezni a megkülönböztető jelzést viselő hajónak és kérni az elhaladás engedélyezését.,xxx-3924.jpg,2
102,Milyen előírás vonatkozik menetben lévő nagyhajó útirányának keresztezésére kishajóval (kivéve a hajó kishajóját)?,Haladási irányában 500 m-en belül tilos keresztezni!,Haladási irányában 1000 m-en belül tilos keresztezni!,Annak zavarása nélkül szabad keresztezni útirányát.,,2
103,Milyen távolságon belül tilos keresztezni haladási irányában a menetben lévő gépi erővel haladó nagyhajót gépi erővel haladó kishajóval (kivéve a hajó kisgéphajóját)?,Tilos 300 m-en belül útirányát keresztezni!,Tilos 500 m-en belül útirányát keresztezni!,Tilos 1000 m-en belül útirányát keresztezni!,teszt-2312.jpg,3
